ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MF	GO:0004674	protein serine/threonine kinase activity	12/56	439/17696	9.72430961791623e-09	9.87017426218497e-07	6.85819730947776e-07	EEF2K/MAPK8/PRKAB1/RAF1/IKBKB/ULK3/DAPK2/MAP2K7/STK11/TBK1/MAPK3/MAPK9	12
MF	GO:0019902	phosphatase binding	8/56	185/17696	1.13472401436226e-07	7.67829916385129e-06	5.33519361138747e-06	ERBB2/TSC2/CDKN1B/MAP2K7/SPHK1/FOXO1/TBK1/MAPK3	8
MF	GO:0019903	protein phosphatase binding	6/56	140/17696	5.16485609831294e-06	0.000262116446989382	0.000182129136098404	ERBB2/CDKN1B/MAP2K7/SPHK1/FOXO1/TBK1	6
MF	GO:0051879	Hsp90 protein binding	4/56	41/17696	8.34747966114531e-06	0.000309138399317808	0.000214801895299903	HDAC6/TSC1/TSC2/HIF1A	4
MF	GO:0030544	Hsp70 protein binding	4/56	42/17696	9.20450987827763e-06	0.000309138399317808	0.000214801895299903	BAX/TSC1/CDKN1B/ST13	4
MF	GO:0004707	MAP kinase activity	3/56	14/17696	1.06599448040623e-05	0.000309138399317808	0.000214801895299903	MAPK8/MAPK3/MAPK9	3
MF	GO:0051087	chaperone binding	5/56	102/17696	1.74372090667227e-05	0.000442469180068087	0.000307445528281689	BAX/TSC1/CDKN1B/HSPA8/ST13	5
MF	GO:0042826	histone deacetylase binding	5/56	111/17696	2.62581548527786e-05	0.000592267270568229	0.000411531315821326	HDAC6/MAPK8/PARP1/HIF1A/HSP90AB1	5
MF	GO:0031625	ubiquitin protein ligase binding	7/56	290/17696	3.44475336077286e-05	0.00069928493223689	0.000485891526677434	BECN1/HDAC6/HSPA8/ATF6/FOXO1/HIF1A/HSP90AB1	7
MF	GO:0044389	ubiquitin-like protein ligase binding	7/56	308/17696	5.04748978449473e-05	0.000931491296593117	0.000647237924518941	BECN1/HDAC6/HSPA8/ATF6/FOXO1/HIF1A/HSP90AB1	7
MF	GO:0051082	unfolded protein binding	5/56	131/17696	5.81161241979788e-05	0.000983131101015808	0.000683119354607821	HSPA8/CLN3/ST13/CANX/HSP90AB1	5
MF	GO:0019887	protein kinase regulator activity	5/56	180/17696	0.000258529158654471	0.00403703224668136	0.0028050937052388	CDKN1B/MLST8/STK11/HSP90AB1/MAPK8IP1	5
MF	GO:0004712	protein serine/threonine/tyrosine kinase activity	3/56	43/17696	0.000338650674282108	0.00491043477709056	0.00341196919953402	MAP2K7/MAPK3/MAPK9	3
MF	GO:0019207	kinase regulator activity	5/56	207/17696	0.000491047953300236	0.00664551563466319	0.00461757373629695	CDKN1B/MLST8/STK11/HSP90AB1/MAPK8IP1	5
MF	GO:0031434	mitogen-activated protein kinase kinase binding	2/56	13/17696	0.000750240315084045	0.00951867399762883	0.00661396067245145	RAF1/MAPK8IP1	2
MF	GO:0004708	MAP kinase kinase activity	2/56	16/17696	0.00114720309431906	0.0127434478294227	0.00885466429423199	MAP2K7/MAPK3	2
MF	GO:0023026	MHC class II protein complex binding	2/56	16/17696	0.00114720309431906	0.0127434478294227	0.00885466429423199	HSPA8/HSP90AB1	2
MF	GO:0002039	p53 binding	3/56	66/17696	0.00119273649634991	0.0127434478294227	0.00885466429423199	TP73/STK11/HIF1A	3
MF	GO:0030275	LRR domain binding	2/56	17/17696	0.00129752611590417	0.0131698900764273	0.00915097365953467	ATF4/STK11	2
MF	GO:0043130	ubiquitin binding	3/56	76/17696	0.0017919147379316	0.0173218424666721	0.012035918540493	HDAC6/NBR1/TP53INP2	3
MF	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	6/56	439/17696	0.00256401544506861	0.0228877078936413	0.0159033075330461	NFKB1/PARP1/TP73/ATF4/ATF6/HIF1A	6
MF	GO:0001216	DNA-binding transcription activator activity	6/56	440/17696	0.00259318857908251	0.0228877078936413	0.0159033075330461	NFKB1/PARP1/TP73/ATF4/ATF6/HIF1A	6
MF	GO:0023023	MHC protein complex binding	2/56	25/17696	0.00281611504356403	0.0238196397434791	0.0165508515718237	HSPA8/HSP90AB1	2
MF	GO:0051787	misfolded protein binding	2/56	26/17696	0.00304461476819017	0.0247222719177042	0.017178037007894	HDAC6/HSPA8	2
MF	GO:0032182	ubiquitin-like protein binding	3/56	96/17696	0.00348316167483682	0.0271954546150721	0.018896504632718	HDAC6/NBR1/TP53INP2	3
MF	GO:0051721	protein phosphatase 2A binding	2/56	32/17696	0.00459043445141976	0.0345132664310448	0.0239812170171636	SPHK1/FOXO1	2
