ARGgene	lncRNA	cor	pvalue
GABARAPL1	LPP-AS2	0.334637460131042	3.43230632709407e-05
KLHL24	LPP-AS2	0.329639620834571	4.56005433687454e-05
NFE2L2	LPP-AS2	0.373404778585068	3.1888689840484e-06
PIK3R4	LPP-AS2	0.408280565831714	2.84586374734816e-07
USP10	LPP-AS2	0.343553990072384	2.04227429667722e-05
AMBRA1	SNHG15	-0.3789344808413	2.21404587915209e-06
ARNT	SNHG15	-0.458838709460879	5.07114860165915e-09
ARSB	SNHG15	-0.416467988530921	1.54883624108018e-07
ATF4	SNHG15	0.514912006410874	2.51773565520232e-11
ATF6	SNHG15	-0.362967697021617	6.23543974294799e-06
ATG10	SNHG15	0.333631645492824	3.63570563529988e-05
ATG12	SNHG15	0.3163051746454	9.50277659369488e-05
ATG16L2	SNHG15	0.307585267111371	0.000150809745129035
ATG2A	SNHG15	-0.339959069873201	2.52260706349128e-05
ATG2B	SNHG15	-0.308523593789466	0.000143596127770812
ATG5	SNHG15	0.327883592153527	5.03288628006433e-05
BAG1	SNHG15	0.373610778963414	3.14619700874956e-06
BAX	SNHG15	0.434921355650194	3.6996969894755e-08
BECN1	SNHG15	-0.409585971433071	2.58558329691819e-07
BID	SNHG15	0.375422303723536	2.79358951799248e-06
BIRC5	SNHG15	0.478409729953789	8.86691143741674e-10
BIRC6	SNHG15	-0.43075193152699	5.15144054682624e-08
BNIP1	SNHG15	0.521241861218069	1.29919009170327e-11
CANX	SNHG15	-0.345741328412246	1.79367260942279e-05
CAPN1	SNHG15	-0.331891329158082	4.014625613878e-05
CAPN2	SNHG15	-0.303984633119601	0.000181741295402675
CLN3	SNHG15	0.367618829943152	4.63807778619876e-06
DDIT3	SNHG15	0.328922247063272	4.74794316865298e-05
EIF2S1	SNHG15	0.300560872683393	0.000216537710751078
EIF4EBP1	SNHG15	0.322840227637254	6.65930354653459e-05
EIF4G1	SNHG15	-0.33874035402955	2.70827834662725e-05
ERN1	SNHG15	-0.359338626052415	7.83013568895612e-06
FOXO1	SNHG15	-0.383808307210793	1.59625637099169e-06
FOXO3	SNHG15	-0.503191221510214	8.27384228907219e-11
GABARAPL2	SNHG15	0.459357682445569	4.84878517404257e-09
ITGB1	SNHG15	-0.307628002486557	0.000150474000697341
MAPK1	SNHG15	-0.311186095961253	0.000124839826068936
MLST8	SNHG15	0.362955624785496	6.24019398766985e-06
MTOR	SNHG15	-0.438974567486406	2.67020423317028e-08
NBR1	SNHG15	-0.476321986187052	1.07362277292156e-09
PEA15	SNHG15	-0.328013431174972	4.99640905114221e-05
PIK3R4	SNHG15	-0.319389852735144	8.04270036349113e-05
PINK1	SNHG15	-0.381522542383153	1.86218794009141e-06
PRKAR1A	SNHG15	-0.439180003226294	2.62613488718939e-08
PRKCD	SNHG15	-0.323163080900455	6.54195796783909e-05
PTEN	SNHG15	-0.345902508435097	1.7765304993915e-05
RAB24	SNHG15	0.330044682634179	4.45706926378502e-05
RAC1	SNHG15	0.34515092655938	1.85780519942191e-05
RELA	SNHG15	-0.33690767663998	3.0118472426322e-05
RPTOR	SNHG15	-0.326101434446562	5.55949236431838e-05
SAR1A	SNHG15	0.365281244457949	5.38498973160063e-06
SH3GLB1	SNHG15	-0.307374298648773	0.000152477439411032
TP53INP2	SNHG15	-0.302160265019019	0.000199576640604047
WDFY3	SNHG15	-0.452429626215388	8.76866927980134e-09
ZFYVE1	SNHG15	-0.33645146965944	3.09224082404542e-05
ATF4	AC124016.2	0.425742399694965	7.62284564677159e-08
ATG10	AC124016.2	0.475121388461244	1.19777685977549e-09
ATG4B	AC124016.2	0.429982005431743	5.47349651494024e-08
ATG4C	AC124016.2	0.333231852686115	3.71965554159314e-05
ATG4D	AC124016.2	0.629270652580156	1.39127366991037e-17
ATG7	AC124016.2	0.318154013833579	8.6004666155148e-05
BAX	AC124016.2	0.44922905859498	1.14782756728969e-08
BCL2	AC124016.2	0.389309661918777	1.09636164286564e-06
BCL2L1	AC124016.2	0.317187397683537	9.06171421843793e-05
BNIP1	AC124016.2	0.368884209252177	4.27585762406521e-06
CAPN10	AC124016.2	0.362225452422896	6.53421612319166e-06
CAPNS1	AC124016.2	0.494535253850788	1.93597298194316e-10
CASP3	AC124016.2	0.339196502415142	2.63732734778249e-05
CDKN1B	AC124016.2	0.416092592278418	1.59321324760256e-07
CDKN2A	AC124016.2	0.464759263771252	3.02697230411416e-09
CHMP4B	AC124016.2	0.454841062927786	7.14537895292652e-09
EIF4G1	AC124016.2	-0.302414562823899	0.000196996558850693
FAS	AC124016.2	0.415588659441577	1.65470113251773e-07
HDAC6	AC124016.2	0.307212376015125	0.000153769064205081
HIF1A	AC124016.2	-0.339034895385521	2.66226179555862e-05
IFNG	AC124016.2	0.314249415028579	0.00010609568968944
IKBKE	AC124016.2	0.473791125176625	1.35150859808209e-09
MAP1LC3A	AC124016.2	0.653749916575426	2.79288027378277e-19
MTMR14	AC124016.2	0.419308734251938	1.24933977738588e-07
NKX2-3	AC124016.2	0.725149748630661	2.89646060585439e-25
PARP1	AC124016.2	0.367729941748422	4.60514218064443e-06
PEX14	AC124016.2	0.354631785779368	1.04774807336598e-05
PRKAB1	AC124016.2	0.615921855916271	1.01664731869525e-16
RAC1	AC124016.2	0.456249144160847	6.335635991229e-09
SQSTM1	AC124016.2	0.341184717701069	2.3480112891638e-05
STK11	AC124016.2	0.370482483494763	3.85659587488547e-06
TP53	AC124016.2	0.314109383159769	0.000106891782046228
TP73	AC124016.2	0.456813363606371	6.03660980603811e-09
TSC2	AC124016.2	0.489167631415892	3.2412036731509e-10
TUSC1	AC124016.2	0.336915345455989	3.01051278303078e-05
KLHL24	ZNF503-AS2	0.345915600051059	1.77514495966336e-05
AMBRA1	IER3-AS1	-0.321986812299672	6.97905087685538e-05
BECN1	IER3-AS1	-0.392952746819337	8.5168055757767e-07
EEF2K	IER3-AS1	-0.33065728631077	4.30545651225264e-05
EIF4EBP1	IER3-AS1	0.619686219347638	5.85809198141324e-17
PELP1	IER3-AS1	0.424773251044463	8.21721976837652e-08
ATF4	RNASEH1-AS1	0.370136463955852	3.94391506485263e-06
ATG10	RNASEH1-AS1	0.432505311572177	4.48443251608977e-08
ATG12	RNASEH1-AS1	0.324767175038018	5.9870968239048e-05
ATG5	RNASEH1-AS1	0.374950297290892	2.88166434216561e-06
BAX	RNASEH1-AS1	0.312383899489696	0.000117170184716989
BID	RNASEH1-AS1	0.36937811244379	4.14189055805029e-06
BNIP1	RNASEH1-AS1	0.418113154598361	1.36792686804631e-07
EIF4G1	RNASEH1-AS1	-0.308772305962621	0.000141738734810328
FKBP1B	RNASEH1-AS1	0.359839816167721	7.58895840831427e-06
GABARAP	RNASEH1-AS1	0.34976100376976	1.40944616569177e-05
GABARAPL2	RNASEH1-AS1	0.399958169362258	5.19582934106133e-07
MLST8	RNASEH1-AS1	0.304692157398331	0.000175232507484035
RAC1	RNASEH1-AS1	0.365578507542917	5.28404658394731e-06
RHEB	RNASEH1-AS1	0.46781883768882	2.30950038283993e-09
AMBRA1	AC114489.1	-0.320484705765396	7.5770123558867e-05
BECN1	AC114489.1	-0.306017477559233	0.000163620335250272
CANX	AC114489.1	-0.357520922073026	8.76707637243843e-06
EEF2	AC114489.1	-0.329202349080902	4.67373290717617e-05
EIF4EBP1	AC114489.1	0.760850874834809	5.07526585341014e-29
MAPK9	AC114489.1	-0.327449692909406	5.15660705866885e-05
NFKB1	AC114489.1	-0.335022311794253	3.35734808854885e-05
PELP1	AC114489.1	0.470452361832415	1.82582173382762e-09
RAF1	AC114489.1	-0.313710090754204	0.000109192525515832
ST13	AC114489.1	0.346066593359217	1.75923817802619e-05
ATG4A	CARD8-AS1	0.344270148610486	1.95750980247616e-05
ATG4C	CARD8-AS1	0.430681698948983	5.18004805698071e-08
ATG5	CARD8-AS1	0.309273484111283	0.000138063739861954
CALCOCO2	CARD8-AS1	0.313209450348838	0.000112142575030152
CASP3	CARD8-AS1	0.346061089610664	1.75981561698736e-05
CCR2	CARD8-AS1	0.408324122054205	2.83678926524668e-07
DNAJB9	CARD8-AS1	0.404061248659022	3.86943415471755e-07
GABARAPL2	CARD8-AS1	0.328661074616395	4.81813293691109e-05
IFNG	CARD8-AS1	0.308526482325311	0.000143574426482183
ITPR1	CARD8-AS1	0.348377098877498	1.53198590304069e-05
MAP1LC3B	CARD8-AS1	0.306018463000596	0.000163611974051226
PEX3	CARD8-AS1	0.303521654227393	0.000186121411880259
RAB33B	CARD8-AS1	0.361483053470523	6.84657752762545e-06
SERPINA1	CARD8-AS1	0.324447481569436	6.09403277366904e-05
SH3GLB1	CARD8-AS1	0.313145372697329	0.000112525481014111
TBK1	CARD8-AS1	0.338597677999659	2.7308368967637e-05
NCKAP1	LINC00960	0.338931296891259	2.67836257715013e-05
NFE2L2	LINC00960	0.382924009105548	1.69454226541426e-06
ATG16L2	AP003119.2	0.331594242365253	4.08290497900143e-05
NAMPT	AP003119.2	0.320294304446098	7.65614212033792e-05
ATG16L2	AL360181.2	0.536262136624991	2.55616632323417e-12
HDAC6	AL360181.2	0.332084930226875	3.97070898104625e-05
HGS	AL360181.2	0.316012288140133	9.65358442752441e-05
RAB24	AL360181.2	0.324234308049418	6.16632995783503e-05
RAF1	AL360181.2	0.339868320969231	2.53600882216699e-05
TSC1	AL360181.2	0.404083795926348	3.86312966057349e-07
ULK3	AL360181.2	0.392514986747552	8.7806212348935e-07
VEGFA	AL360181.2	0.30093960277745	0.000212404508379186
BAG3	AC068506.1	0.327453476509766	5.15551599274926e-05
DAPK2	AC068506.1	0.424563197298821	8.35177635631114e-08
GABARAPL1	AC068506.1	0.356528977407491	9.32212316820459e-06
HSPB8	AC068506.1	0.692913927282043	2.39371505127175e-22
MAP1LC3B	AC068506.1	0.336838975189824	3.02382690167403e-05
PINK1	AC068506.1	0.511394004714385	3.61548472871201e-11
PRKCQ	AC068506.1	0.700481238388443	5.36162763335126e-23
SH3GLB1	AC068506.1	0.628288458928265	1.61580856512437e-17
SIRT2	AC068506.1	0.492418105341229	2.37486343555576e-10
WIPI1	AC068506.1	0.58666874820882	5.80137813963719e-15
GABARAPL1	AL691432.2	0.310690347797808	0.000128149109418698
ITGA3	AL691432.2	-0.36923741956834	4.17964128395354e-06
KLHL24	AL691432.2	0.379606834260811	2.11700479468948e-06
MAP1LC3B	AL691432.2	0.391378528278355	9.50234095409887e-07
NFE2L2	AL691432.2	0.364056433928497	5.8204994949965e-06
SIRT2	AL691432.2	0.344906416358636	1.88499301846783e-05
TP53INP2	AL691432.2	0.344959208841397	1.87909131151803e-05
WIPI1	AL691432.2	0.410370588160223	2.4402598622145e-07
BAX	AC004825.2	0.323034953337969	6.58829404092433e-05
DDIT3	AC004825.2	0.325396043643683	5.78185485749984e-05
MAPK8IP1	AC004825.2	0.307878073267463	0.000148523273158824
RB1	AC004825.2	-0.432264878374928	4.57072973013689e-08
SPHK1	AC004825.2	0.45197593056017	9.11138208638173e-09
WDR45	AC004825.2	0.300651576972527	0.000215541075689514
WIPI1	AC004825.2	0.312177195773123	0.000118461529774081
AMBRA1	AC138207.2	-0.301973934492851	0.000201487038003034
ATF4	AC138207.2	0.314227323976124	0.000106220910180273
ATG10	AC138207.2	0.338799774667131	2.69893514970147e-05
ATG12	AC138207.2	0.322914638689551	6.63208430386625e-05
ATG4B	AC138207.2	0.320298561552157	7.65436447063098e-05
ATG5	AC138207.2	0.381564815823224	1.85690824098944e-06
BAX	AC138207.2	0.470824905350084	1.76583812445612e-09
BID	AC138207.2	0.496090999183412	1.6645741903552e-10
BIRC5	AC138207.2	0.505162720394188	6.79460205449283e-11
BNIP1	AC138207.2	0.523251683205363	1.05000637102709e-11
DDIT3	AC138207.2	0.319474608447544	8.00571542308158e-05
EIF2AK2	AC138207.2	-0.318528733276329	8.42763748529422e-05
EIF4EBP1	AC138207.2	0.56426751805463	9.8606305902448e-14
EIF4G1	AC138207.2	-0.31353215326562	0.000110232631121322
FKBP1B	AC138207.2	0.405936765841491	3.37723969607329e-07
GAA	AC138207.2	0.362759834577131	6.31778024806072e-06
GABARAPL2	AC138207.2	0.350895363784906	1.31596320903909e-05
KIF5B	AC138207.2	-0.326179664428074	5.53533171594288e-05
MLST8	AC138207.2	0.33115608826248	4.18559839694123e-05
MTOR	AC138207.2	-0.345782806197811	1.78924644847936e-05
PELP1	AC138207.2	0.428772290650607	6.01883381758003e-08
PINK1	AC138207.2	-0.354747054381648	1.04035888780971e-05
RAB5A	AC138207.2	-0.306061600971739	0.000163246349846385
SPHK1	AC138207.2	0.444503740404062	1.69958900159327e-08
ST13	AC138207.2	0.393661037798694	8.10588478021679e-07
WDFY3	AC138207.2	-0.30028792499592	0.000219562677127015
ATF4	DNAJC9-AS1	0.565333026505825	8.65902758080325e-14
ATG10	DNAJC9-AS1	0.529409125599718	5.42064768421547e-12
ATG12	DNAJC9-AS1	0.394336131007846	7.73186398018069e-07
ATG16L2	DNAJC9-AS1	0.368019613654183	4.52031726918595e-06
ATG3	DNAJC9-AS1	0.478410272379208	8.86646926479519e-10
ATG4B	DNAJC9-AS1	0.486906615465066	4.01631063536809e-10
ATG4C	DNAJC9-AS1	0.40072809154723	4.91773966738723e-07
ATG4D	DNAJC9-AS1	0.372040740370402	3.48559285414966e-06
ATIC	DNAJC9-AS1	0.329037337282275	4.71731834191165e-05
BAG1	DNAJC9-AS1	0.325521888342747	5.74158322715409e-05
BAX	DNAJC9-AS1	0.526522235260921	7.40279843131324e-12
BID	DNAJC9-AS1	0.3653655247974	5.35618619332005e-06
BIRC5	DNAJC9-AS1	0.447328503748103	1.34509087978529e-08
BIRC6	DNAJC9-AS1	-0.318563310679417	8.41185435581185e-05
BNIP1	DNAJC9-AS1	0.600994238410937	8.42958325623752e-16
CAPN10	DNAJC9-AS1	0.416768217507088	1.51419877862057e-07
CAPNS1	DNAJC9-AS1	0.318350273169707	8.50953825203789e-05
CASP3	DNAJC9-AS1	0.334027612175287	3.55431635895967e-05
CDKN1B	DNAJC9-AS1	0.411418503465216	2.25830685571524e-07
CDKN2A	DNAJC9-AS1	0.343190955332552	2.08655258065787e-05
CHMP4B	DNAJC9-AS1	0.430636740481395	5.1984406953921e-08
EIF4G1	DNAJC9-AS1	-0.390895905397452	9.82563116501906e-07
ERN1	DNAJC9-AS1	-0.342179993049818	2.21467087842715e-05
GABARAP	DNAJC9-AS1	0.344327556394213	1.95086054867791e-05
GABARAPL2	DNAJC9-AS1	0.396888449805472	6.4611078776403e-07
ITGA6	DNAJC9-AS1	-0.305608558015261	0.000167124446972429
MAP1LC3A	DNAJC9-AS1	0.413109678273614	1.99172570165458e-07
MAPK8	DNAJC9-AS1	0.30867430453034	0.000142467924207756
MLST8	DNAJC9-AS1	0.366832687706853	4.87756392719179e-06
MTOR	DNAJC9-AS1	-0.305612814560082	0.000167087614716892
NKX2-3	DNAJC9-AS1	0.42283199117502	9.54406473137579e-08
PELP1	DNAJC9-AS1	0.386583398135805	1.32182504100313e-06
PEX3	DNAJC9-AS1	0.355560791229273	9.89578915170339e-06
PINK1	DNAJC9-AS1	-0.365399168412637	5.34472900840856e-06
PRKAB1	DNAJC9-AS1	0.437955365364447	2.89954875548707e-08
RAC1	DNAJC9-AS1	0.503449408513779	8.06372247892787e-11
RHEB	DNAJC9-AS1	0.47745549958819	9.67863551297514e-10
SAR1A	DNAJC9-AS1	0.342252927620922	2.20518545594166e-05
TP73	DNAJC9-AS1	0.317378259263394	8.96884642797703e-05
WDFY3	DNAJC9-AS1	-0.35468808651232	1.04413279366474e-05
WDR45	DNAJC9-AS1	0.378302008565836	2.30917734864402e-06
ZFYVE1	DNAJC9-AS1	-0.308845663555624	0.000141195188280712
ATF4	AC120053.1	0.474030678026872	1.32248726189859e-09
ATG10	AC120053.1	0.440001578270109	2.45677420860445e-08
ATG16L2	AC120053.1	0.482124087701534	6.28892420560567e-10
ATG3	AC120053.1	0.318718797619786	8.34122212313238e-05
ATG4B	AC120053.1	0.558962964784362	1.8701816345794e-13
ATG4D	AC120053.1	0.51614148578345	2.21646836839248e-11
BAX	AC120053.1	0.47224663208363	1.55391181020884e-09
CAPN10	AC120053.1	0.572811713421842	3.43245926812166e-14
CAPNS1	AC120053.1	0.331453562189383	4.1156165125772e-05
CDKN1B	AC120053.1	0.399521857081146	5.36001758233794e-07
CDKN2A	AC120053.1	0.35318887415237	1.14454157209217e-05
CHMP4B	AC120053.1	0.474191550324536	1.30333627179975e-09
CLN3	AC120053.1	0.312367093934666	0.00011727468184556
GNAI3	AC120053.1	-0.304104583165288	0.000180622226975441
HDAC6	AC120053.1	0.345561396309524	1.81299324280519e-05
HIF1A	AC120053.1	-0.405713588051769	3.43250952248159e-07
IKBKB	AC120053.1	0.340149204811561	2.49474387250341e-05
IKBKE	AC120053.1	0.330206732894514	4.41648336682316e-05
ITGB1	AC120053.1	-0.350177057708178	1.37445398592031e-05
MAP1LC3A	AC120053.1	0.405556042440711	3.47204465539468e-07
MAP2K7	AC120053.1	0.314810022040516	0.000102963715194414
NKX2-3	AC120053.1	0.501312719609395	9.97031600153104e-11
PELP1	AC120053.1	0.300968910543688	0.000212087739136297
PEX14	AC120053.1	0.333051031691621	3.75822004262528e-05
PRKAB1	AC120053.1	0.40646748581767	3.24920108557956e-07
RAB24	AC120053.1	0.363301863851841	6.10519263882587e-06
RAC1	AC120053.1	0.401018304749655	4.81665023096896e-07
RHEB	AC120053.1	0.303328544295884	0.000187977229353566
STK11	AC120053.1	0.362995345151141	6.22456437439189e-06
TP73	AC120053.1	0.323904307565115	6.27983524273396e-05
TSC2	AC120053.1	0.310449404159906	0.000129786865878202
ULK3	AC120053.1	0.330058275234986	4.45365155934535e-05
WDR45	AC120053.1	0.39361803791078	8.13028300012021e-07
CAPN2	CALML3-AS1	0.31377730553054	0.000108802021852606
KIF5B	CALML3-AS1	0.339221915604747	2.63342638565786e-05
PIK3R4	CALML3-AS1	0.303139403579353	0.000189811573760207
PRKCD	CALML3-AS1	0.426230717481409	7.33919651229479e-08
RHEB	CALML3-AS1	0.3069565786859	0.000155830292522228
ULK3	CALML3-AS1	0.337301453089596	2.94403995942407e-05
ARSB	AC015922.3	0.494369180749789	1.96735220730656e-10
CAPN1	AC015922.3	-0.329955700477888	4.47950368659545e-05
CCL2	AC015922.3	0.339419567855274	2.60327129502337e-05
DLC1	AC015922.3	0.378218472719542	2.32202871353624e-06
EIF2AK3	AC015922.3	0.318170206542499	8.59293016921421e-05
FOXO1	AC015922.3	0.409649748494476	2.57346854948049e-07
ITPR1	AC015922.3	0.391707344775674	9.28791112835779e-07
MAPK8IP1	AC015922.3	0.379455025622408	2.13855548891132e-06
PRKAR1A	AC015922.3	0.408372198695716	2.82680510646007e-07
PTK6	AC015922.3	-0.326644842186113	5.39368632882749e-05
RAB33B	AC015922.3	0.315740312496564	9.79562486940206e-05
ST13	AC015922.3	0.306343893047886	0.000160872443237773
WIPI1	AC015922.3	0.438211590284282	2.84017421879497e-08
AMBRA1	AL355472.1	-0.339098983069183	2.65234724110973e-05
ATF4	AL355472.1	0.407397960927762	3.03583326626981e-07
BAX	AL355472.1	0.379028808329119	2.20018109548088e-06
BECN1	AL355472.1	-0.346806685528527	1.68319606536846e-05
BID	AL355472.1	0.366967893494915	4.83555789710443e-06
BNIP1	AL355472.1	0.364182293384034	5.77425476566027e-06
CALCOCO2	AL355472.1	-0.324889248336778	5.9467297504383e-05
CANX	AL355472.1	-0.334787889319543	3.40282164494075e-05
CAPN1	AL355472.1	-0.312673298646981	0.000115384273460487
CLN3	AL355472.1	0.549835744230113	5.48038445805028e-13
DDIT3	AL355472.1	0.421298727637782	1.07347258215022e-07
EIF4EBP1	AL355472.1	0.553805461114948	3.4472453240711e-13
GABARAPL2	AL355472.1	0.355410987829966	9.98747652886607e-06
GNAI3	AL355472.1	-0.312049826054121	0.000119263849561576
HGS	AL355472.1	-0.345245823116187	1.84735327831432e-05
HIF1A	AL355472.1	-0.319970996857731	7.79228074965365e-05
ITGA3	AL355472.1	-0.369732619214254	4.04819782284953e-06
ITGB1	AL355472.1	-0.352647181618504	1.18301365884263e-05
ITGB4	AL355472.1	-0.318236637224541	8.56207643775419e-05
MTOR	AL355472.1	-0.385520120766868	1.4211948949926e-06
PELP1	AL355472.1	0.589205223793522	4.15149890122741e-15
PINK1	AL355472.1	-0.353225507378926	1.14198293705285e-05
RB1	AL355472.1	-0.353524989678543	1.12126740326711e-05
RELA	AL355472.1	-0.300157421618325	0.000221022822854062
RPTOR	AL355472.1	-0.307025611099835	0.000155271504914434
ATG10	FLJ37453	0.501760142722574	9.53807048989561e-11
ATG16L2	FLJ37453	0.317027943746418	9.13998827241146e-05
ATG3	FLJ37453	0.377654932457748	2.41051720840474e-06
ATG4B	FLJ37453	0.32746104771426	5.15333335638574e-05
ATG4D	FLJ37453	0.440034103442436	2.45029006623315e-08
BAK1	FLJ37453	-0.3123874069025	0.000117148386547489
BAX	FLJ37453	0.389959460791346	1.0483043680861e-06
BCL2	FLJ37453	0.3132832903188	0.000111702841217993
BID	FLJ37453	0.350638938253681	1.33656855857922e-05
CASP3	FLJ37453	0.33894298008056	2.6765422584883e-05
CASP4	FLJ37453	-0.314913866262135	0.0001023931270842
CD46	FLJ37453	0.300222905321729	0.000220289030192843
CDKN1B	FLJ37453	0.350973472777367	1.30974650487817e-05
CDKN2A	FLJ37453	0.324438393623182	6.09709864766684e-05
EIF2AK3	FLJ37453	0.34528774545641	1.84275361957438e-05
ERBB2	FLJ37453	0.390790658876998	9.89751002418279e-07
GABARAPL1	FLJ37453	0.387678348042869	1.22642531491614e-06
GABARAPL2	FLJ37453	0.367240636595956	4.75186262274141e-06
HDAC6	FLJ37453	0.339207630522924	2.63561849801872e-05
IKBKB	FLJ37453	0.331926966386344	4.00650753354612e-05
ITGA3	FLJ37453	-0.391913697601175	9.15570588000385e-07
ITGB4	FLJ37453	-0.317617403423473	8.85374133280115e-05
KLHL24	FLJ37453	0.428550204691799	6.12445277715416e-08
MAP1LC3A	FLJ37453	0.362039734986307	6.61106552266236e-06
MAPK8IP1	FLJ37453	0.387649731013192	1.22883299047733e-06
PRKAB1	FLJ37453	0.372535837061826	3.37498630290793e-06
RAF1	FLJ37453	0.354819572263075	1.03573546189584e-05
SIRT2	FLJ37453	0.35283154189299	1.16978495676743e-05
SQSTM1	FLJ37453	0.330284641286841	4.39709472554852e-05
ULK3	FLJ37453	0.30782469608961	0.000148937664046382
WDR45	FLJ37453	0.388558680934346	1.1545152261592e-06
WIPI2	FLJ37453	0.38774103136273	1.22116717558122e-06
ATG16L2	ACBD3-AS1	0.351745785719164	1.2497524402764e-05
ATG9A	ACBD3-AS1	-0.358251019914496	8.37867306296809e-06
ATG9B	ACBD3-AS1	0.382490118420938	1.74484658742243e-06
ATIC	ACBD3-AS1	-0.354500093824905	1.0562507514153e-05
ERBB2	ACBD3-AS1	0.427337450578011	6.73329016123579e-08
GABARAPL2	ACBD3-AS1	0.304702008759564	0.000175143431805249
ITGA3	ACBD3-AS1	-0.309397280942584	0.000137169754464255
ITGB4	ACBD3-AS1	-0.300425087861327	0.00021803768425768
RAB11A	ACBD3-AS1	0.402160565337634	4.43770153377928e-07
RAB5A	ACBD3-AS1	0.403936710210837	3.90443402099799e-07
SAR1A	ACBD3-AS1	-0.307607906249747	0.000150631797111991
ULK3	ACBD3-AS1	0.485180188227212	4.72580092747411e-10
ARSB	LINC00963	0.383047469528529	1.68048254354572e-06
ATG10	LINC00963	0.343402141355194	2.06068603526441e-05
ATG4B	LINC00963	0.316622392405194	9.34192553267047e-05
BAX	LINC00963	0.46330961403774	3.43774752591032e-09
GABARAP	LINC00963	0.306710322625598	0.000157838923061492
GABARAPL1	LINC00963	0.317499494517258	8.9103196636965e-05
ITPR1	LINC00963	0.381708921378413	1.83901706794305e-06
MAPK8IP1	LINC00963	0.369198590015635	4.1901173419153e-06
MTMR14	LINC00963	0.345419586430864	1.82835847959544e-05
PTK6	LINC00963	-0.322298198881729	6.86075452671404e-05
SQSTM1	LINC00963	0.363455388852959	6.04622127921641e-06
TP53	LINC00963	0.333816583910713	3.59747679402617e-05
TSC1	LINC00963	0.325573867459827	5.72502620537246e-05
WDR45	LINC00963	0.350514699902548	1.34666103833685e-05
WIPI1	LINC00963	0.363596571920709	5.99246711289772e-06
ATG12	LINC00662	0.413252996753846	1.97057334603983e-07
ATG5	LINC00662	0.573588199904659	3.11384414648636e-14
BID	LINC00662	0.453068416647043	8.30709028454805e-09
BIRC5	LINC00662	0.399701056075276	5.29199310755491e-07
CD46	LINC00662	0.321942544899685	6.99602234980848e-05
DNAJB9	LINC00662	0.421724232116872	1.0390754667895e-07
FKBP1B	LINC00662	0.343887864812526	2.00233543113321e-05
GABARAPL2	LINC00662	0.465177591363572	2.91751052534959e-09
IL24	LINC00662	0.332313193141422	3.91950924160968e-05
MAP1LC3B	LINC00662	0.379282718493459	2.16326873465339e-06
RAB33B	LINC00662	0.378211257984873	2.32314182866578e-06
ST13	LINC00662	0.343757716094924	2.01781578562286e-05
ARNT	AC009506.1	0.356949278477877	9.08300354226352e-06
ARSB	AC009506.1	0.361117300659612	7.00561366030342e-06
ATG10	AC009506.1	0.326267724372898	5.50825294070994e-05
ATG4D	AC009506.1	0.419398644141407	1.24083137387788e-07
BAK1	AC009506.1	-0.424813044558807	8.19196389743133e-08
BCL2	AC009506.1	0.408100815044897	2.88360723337529e-07
BID	AC009506.1	0.388408438394599	1.16649682345299e-06
CASP1	AC009506.1	-0.34654101318359	1.71012920254409e-05
CASP3	AC009506.1	0.365725347713558	5.23484736243293e-06
CASP4	AC009506.1	-0.436102357569164	3.36583005523779e-08
CD46	AC009506.1	0.340783452596757	2.40387902695293e-05
CDKN1B	AC009506.1	0.368844853844091	4.28670734201143e-06
EIF2AK3	AC009506.1	0.56876191462836	5.68167893986233e-14
ERBB2	AC009506.1	0.395845447009653	6.95426360181535e-07
GABARAPL1	AC009506.1	0.557644222368473	2.18891364801068e-13
HDAC6	AC009506.1	0.344270114296143	1.95751378331248e-05
ITGA3	AC009506.1	-0.396454410149682	6.66213812850545e-07
ITGB4	AC009506.1	-0.313211606932963	0.000112129709206428
ITPR1	AC009506.1	0.326407701364627	5.465464925654e-05
KLHL24	AC009506.1	0.544585602075154	1.00242309347042e-12
MAP1LC3A	AC009506.1	0.316808241385374	9.24887317067781e-05
MAPK8IP1	AC009506.1	0.504074601653754	7.57608703377068e-11
NAF1	AC009506.1	0.344694259462459	1.90888681907486e-05
NBR1	AC009506.1	0.340029191779289	2.51229717780091e-05
NFE2L2	AC009506.1	0.493557378783892	2.12795222273351e-10
PARP1	AC009506.1	0.377346331712948	2.46032247803531e-06
PIK3C3	AC009506.1	0.312460962220492	0.00011669211959122
PRKAB1	AC009506.1	0.328509224691593	4.85938873583839e-05
PTK6	AC009506.1	-0.30851220078583	0.000143681752106753
RAB33B	AC009506.1	0.34391075670782	1.99962418675517e-05
RAF1	AC009506.1	0.30678712109855	0.000157209930297116
SIRT1	AC009506.1	0.31127540876695	0.00012425217453589
SQSTM1	AC009506.1	0.366336808982557	5.03460373345543e-06
ST13	AC009506.1	0.366154463360631	5.09354641131294e-06
TP53	AC009506.1	0.323170887695051	6.53914460527035e-05
UVRAG	AC009506.1	0.374577490420546	2.95308574402136e-06
WIPI1	AC009506.1	0.37310098238119	3.25280249468184e-06
EIF2S1	AC245041.2	0.346573915274715	1.70677176613337e-05
ITGA3	AC245041.2	0.345931299682258	1.77348474637047e-05
PEX3	AC245041.2	0.304697732570331	0.000175182091788434
SAR1A	AC245041.2	0.306970333188927	0.000155718806562806
TP53INP2	AC245041.2	-0.336408513547733	3.09991368158115e-05
WIPI1	AC245041.2	-0.361844530548693	6.69276249821963e-06
